id_annotation	id_annotator	caption	url	Meta	True	Action	Subjective	Story	Irrelevant	Other	Comment	When	How	Where	Identification	source	image_id
656	1	ducks by the water in a public park	https://ak4.picdn.net/shutterstock/videos/30186064/thumb/1.jpg	0	1	0	0	0	0	0		0	0	0	0	None	fpsevqdkdd.jpg
657	1	view the church is called gothic structure and is one of the main churches	http://l7.alamy.com/zooms/d7bac826026f42f595e16c5cf5b132af/view-over-hamburg-germany-the-church-is-called-st-petri-and-is-one-ark9t8.jpg	0	1	0	0	1	0	0		0	0	0	0	None	fadssssiyl.jpg
658	1	actors attends the series at build studio	https://media.gettyimages.com/photos/actors-rob-benedict-and-richard-speight-jr-attends-the-build-series-picture-id631985888?s=612x612	0	0	0	0	1	0	0		0	0	0	0	None	zedbguxldh.jpg
659	1	american football player runs for a touchdown against sports team during the second quarter of a football game	http://assets.nydailynews.com/polopoly_fs/1.3689897.1512948623!/img/httpImage/image.jpg_gen/derivatives/article_750/ap-image.jpg	0	0	1	0	1	0	0		0	0	0	0	None	rbeedfqzdk.jpg
660	1	actor and novelist attend the film premiere	https://media.gettyimages.com/photos/thea-sharrock-emilia-clarke-and-jojo-moyes-attend-the-european-film-picture-id534272266?s=612x612	0	1	0	0	1	0	0		0	0	0	0	None	yktotephct.jpg
661	1	i would go because of the beautiful land and mountains	https://i.pinimg.com/736x/94/37/ed/9437ed973a2043881bc0dc49bd0773f1--grand-teton-national-park-national-parks.jpg	0	0	0	1	0	0	0		0	0	0	0	None	xbbrekbfrb.jpg
662	1	various spices forming the flag .	http://l7.alamy.com/zooms/052bf1138f48446aa42a63a121d6955e/various-spices-forming-the-flag-of-liberiaseries-hpjh4t.jpg	0	1	0	0	0	0	0		0	0	0	0	None	blavobnpyl.jpg
663	1	a growing plant in a forest	http://l7.alamy.com/zooms/a616e9fbaf074c349121d0c76100b464/a-growing-plant-in-a-forest-ghgb9f.jpg	0	1	0	0	0	0	0		0	0	0	0	None	omiyaluyfo.jpg
664	1	a group photo of the students who attended the event and got their certificates .	https://fulbrightchicago.files.wordpress.com/2013/05/certificate1.jpg	0	1	0	0	0	0	0		0	0	0	0	None	jrzusgkpsu.jpg
665	1	stacked eggs in the shape of a graph , isolated on a white background	http://l7.alamy.com/zooms/86107c9fce184adfa6499abdaddf75d9/stacked-eggs-in-the-shape-of-a-graph-isolated-on-a-white-background-ea7jr7.jpg	0	1	0	0	0	0	0		0	0	0	0	None	maaihhvycr.jpg
667	1	author and actor attend the premiere .	https://media.gettyimages.com/photos/author-ron-hall-and-actress-renee-zellweger-attend-the-premiere-of-picture-id860735136	0	1	0	0	0	0	0		0	0	0	0	None	jidtgoedsg.jpg
668	1	actor arrives at the premiere	https://media.gettyimages.com/photos/actress-brittany-snow-arrives-at-the-premiere-of-universal-pictures-picture-id891275520?s=612x612	0	1	0	0	0	0	0		0	0	0	0	None	gkxzhvcwav.jpg
669	1	big snow from the train	https://jakstrips.files.wordpress.com/2013/05/p1010703.jpg?w=840	0	0	0	0	1	0	0		0	0	0	0	None	iotvejxxue.jpg
670	1	artist and pop rock artist attend clothing business by fashion show .	https://media.gettyimages.com/photos/pete-wentz-and-ashlee-simpson-wentz-attend-the-clandestine-industries-picture-id96766346?k=6&m=96766346&s=612x612&w=0&h=BLXGwSlZ2oVeFuayx0_mLOY1ZhBT1f5JwmEsaCTLZnM=	0	0	0	0	1	0	0		0	0	0	0	None	blqllnwspi.jpg
671	1	the wedding featured in issue of no . magazine .	https://i.pinimg.com/736x/57/78/34/5778341f80e61351c28a254b244ecf73--julie-real-life.jpg	0	0	0	0	1	0	0		0	0	0	0	None	xvckwbhldy.jpg
672	1	little boy and his sister with father playing together on the tropical beach .	https://thumb1.shutterstock.com/display_pic_with_logo/530923/294380024/stock-photo-little-boy-and-his-sister-with-father-playing-together-on-the-tropical-beach-294380024.jpg	0	1	1	0	0	0	0		0	0	0	0	None	hngumwkfbl.jpg
673	1	the sun setting over the scorched forests .	https://twobytour.files.wordpress.com/2017/12/20171217_014103.jpg?w=863	0	1	0	1	0	0	0		0	0	0	0	None	rmtcqhlirb.jpg
674	1	person is considering taking legal action against the glue 's manufacturer .	http://i.dailymail.co.uk/i/pix/2014/03/21/article-2586029-1C776AFF00000578-426_634x588.jpg	0	0	0	0	1	0	0		0	0	0	0	None	eyabcjnnyg.jpg
675	1	dog in a kilt :)	https://i.pinimg.com/736x/b3/6c/a5/b36ca5657a7a93234dfab912e068570f--men-in-kilts-wealth.jpg	0	1	0	0	0	0	0		0	0	0	0	None	ygzmgfzkqn.jpg
676	1	a trio of officers stroll .	https://i1.wp.com/dailynexus.com/wp-content/uploads/2016/10/HalloweenWeekend_KennethSong-4-1024x671.jpg?resize=1024%2C671	0	1	1	0	0	0	0		0	0	0	0	None	joesnxacwq.jpg
677	1	an apple on a stack of paper , close - up	http://l7.alamy.com/zooms/990ca95fd28e45eab03494d61b2dd08f/an-apple-on-a-stack-of-paper-close-up-c3kf2m.jpg	0	1	0	0	0	0	0		0	0	0	0	None	hrnlpubetg.jpg
678	1	tennis player drops to his knees after defeating tennis player .	https://media.gettyimages.com/photos/rafael-nadal-of-spain-drops-to-his-knees-after-defeating-sam-querrey-picture-id82623113	0	0	1	0	1	0	0		0	0	0	0	None	fjxtluwzjn.jpg
679	1	the letter p spelled using balls , isolated on a white background	https://thumb7.shutterstock.com/display_pic_with_logo/153391/153391,1219861824,1/stock-photo-the-letter-p-spelled-using-christmas-balls-isolated-on-a-white-background-16615774.jpg	0	1	0	0	0	0	0		0	0	0	0	None	cwcwyzbulv.jpg
680	1	venture funded company called these sugar - glazed , slow - smoked ribs	https://img.buzzfeed.com/buzzfeed-static/static/2016-07/25/10/asset/buzzfeed-prod-web05/sub-buzz-1771-1469456640-3.jpg?downsize=715:*&output-format=auto&output-quality=auto	0	0	0	1	1	0	0		0	0	0	0	None	ztjgyawfhj.jpg
681	1	puppy sitting in a basket with easter eggs and grass on a white background .	https://thumb7.shutterstock.com/display_pic_with_logo/832432/832432,1326569928,1/stock-photo-sweet-yorkie-puppy-sitting-in-an-easter-basket-with-easter-eggs-and-grass-on-a-white-background-92723245.jpg	0	1	0	0	0	0	0		0	0	0	0	None	gqfratvizg.jpg
682	1	the moon in the black sky at night	https://ak6.picdn.net/shutterstock/videos/30627796/thumb/1.jpg	0	1	0	0	0	0	0		0	0	0	0	None	rrcmgwvibf.jpg
683	1	person curved bright corridor with light passing from the turn	https://ak0.picdn.net/shutterstock/videos/7920490/thumb/1.jpg	0	1	0	0	0	0	0		0	0	0	0	None	waksxryxcl.jpg
684	1	i like how they chose a fast shutter speed and captured the water around the bear	https://s-media-cache-ak0.pinimg.com/originals/fb/65/c9/fb65c97543a36b6d7c69abe1ab842606.jpg	0	0	0	1	0	0	0		0	0	0	0	None	dphjnnldpf.jpg
685	1	the magnetic field and electric currents generate complex forces that have immeasurable impact on every day life .	https://www.universetoday.com/wp-content/uploads/2016/05/Earth-magnetosphere-ESA-Medialab.jpg	0	0	0	0	1	0	0		0	0	0	0	None	eimyvkewhn.jpg
686	1	images from the girls basketball game .	http://basketball.dailyherald.com/storyimage/DA/20170227/sports/170228955/EP/1/43/EP-170228955.jpg&updated=201702272239&MaxW=800&maxH=800&noborder	0	1	0	0	0	0	0		0	0	0	0	None	ymdntjpyzu.jpg
687	1	the tunnels in old city	https://ak2.picdn.net/shutterstock/videos/14772322/thumb/1.jpg	0	0	0	0	1	0	0		0	0	0	0	None	lxmquwaaev.jpg
688	1	woman with a yellow measuring tape around her mouth , isolated in green	http://l7.alamy.com/zooms/bdac0eaac32b4ade9fe033412b167da6/woman-with-a-yellow-measuring-tape-around-her-mouth-isolated-in-green-enm6hm.jpg	0	1	0	0	0	0	0		0	0	0	0	None	cmydpqekii.jpg
689	1	wrinkled frog : an endemic to western ghats	http://c8.alamy.com/comp/JM955E/humayuns-wrinkled-frog-an-endemic-to-western-ghats-JM955E.jpg	0	0	0	0	1	0	0		0	0	0	0	None	mdthdwkphx.jpg
690	1	do you have a big decision to make , and you are wondering -- should you pray to deity for a sign ? here is what poetry book says .	https://i.pinimg.com/736x/f6/4c/42/f64c4293fc81f78ebbb9fb615e8b1883--christian-women-christian-life.jpg	0	0	0	0	0	0	1	text	0	0	0	0	None	sknvbwjjqa.jpg
691	1	farmer plowing the field with his cattle	https://media.gettyimages.com/photos/indian-farmer-plowing-the-field-with-his-cattle-picture-id172704755?s=612x612	0	1	1	0	0	0	0		0	0	0	0	None	egfpdknnrq.jpg
692	1	a man and boys on a steep slope herding cows and goats	http://l7.alamy.com/zooms/21c58701b92d451c863c90d20f507995/a-man-and-two-boys-on-a-steep-slope-herding-two-cows-and-goats-c6hc7j.jpg	0	1	1	0	0	0	0		0	0	0	0	None	bydgrqznbv.jpg
693	1	block diagram of the experimental setup	https://ars.els-cdn.com/content/image/1-s2.0-S0925838808003174-gr1.jpg	0	1	0	0	1	0	0		0	0	0	0	None	tamwsmamqw.jpg
694	1	love is like a beautiful flower ...	https://s-media-cache-ak0.pinimg.com/originals/39/2d/d3/392dd36060d22d168a5fc32ea9c8552e.jpg	0	0	0	0	0	0	1	text	0	0	0	0	None	snpkexfpof.jpg
695	1	icon illustration of a handball player jumping throwing ball scoring set inside circle on isolated background done in retro style .	https://d1yn1kh78jj1rr.cloudfront.net/image/preview/EjCOTSyclikblrjen/graphicstock-icon-illustration-of-a-handball-player-jumping-throwing-ball-scoring-set-inside-circle-on-isolated-background-done-in-retro-style_BzWQs9Oqhg_SB_PM.jpg	0	1	0	0	0	0	0		0	0	0	0	None	ffnmzufnky.jpg
696	1	view of the street from pool area	https://media-cdn.tripadvisor.com/media/photo-s/04/57/91/4b/caravelle-tower.jpg	0	1	0	0	0	0	0		0	0	0	0	None	iwgaysocly.jpg
697	1	film character and person attend a screening	https://media.gettyimages.com/photos/actors-kelley-curran-and-rick-ford-attend-a-screening-of-still-on-the-picture-id107860304?s=612x612	0	1	0	0	1	0	0		0	0	0	0	None	qtjrwphhro.jpg
698	1	business executives discussing in a meeting	http://l7.alamy.com/zooms/586e1d137f44458b8dc60e650d603a6d/business-executives-discussing-in-a-meeting-d0pb4e.jpg	0	1	1	0	0	0	0		0	0	0	0	None	dnqufkijwx.jpg
699	1	vase with flowers and book by the window	https://s-media-cache-ak0.pinimg.com/originals/6f/2e/84/6f2e8420b91961b63586776ae994dd8c.jpg	0	1	0	0	0	0	0		0	0	0	0	None	hanofegzto.jpg
700	1	a close - up detail shot of a woman 's shoe with funky laces on a pink background	http://l7.alamy.com/zooms/5334ca4f11de4505a2834cac69da0795/a-close-up-detail-shot-of-a-womans-shoe-with-funky-laces-on-a-pink-s1mtc6.jpg	0	1	0	1	0	0	0		0	0	0	0	None	tbumfqutox.jpg
701	1	gold snowflake on a red background .	https://thumb7.shutterstock.com/display_pic_with_logo/1587242/781631599/stock-vector-gold-snowflake-on-a-red-background-new-year-781631599.jpg	0	1	0	0	0	0	0		0	0	0	0	None	hjhenydwrj.jpg
702	1	ice is shown on street signs as people make their way through rain and icy conditions as canadian census division was hit by an ice storm .	http://www.windsorstar.com/news/cms/binary/9317991.jpg?size=640x420	0	1	0	0	1	0	0		0	0	0	0	None	cnnazgrjyy.jpg
703	1	after the snowfall ; snow covered residential street	http://l7.alamy.com/zooms/b1c01275cd074ddf93df1f510037780c/after-the-snowfall-snow-covered-residential-street-in-calgary-alberta-c5d9kp.jpg	0	1	0	0	1	0	0		0	0	0	0	None	pyjmescryo.jpg
704	1	happy young man jumping in air with arms extended on a city background	https://thumb7.shutterstock.com/display_pic_with_logo/837868/837868,1314823742,5/stock-photo-happy-young-man-jumping-in-air-with-arms-extended-on-a-city-background-83787220.jpg	0	1	1	0	0	0	0		0	0	0	0	None	nnufelvbgq.jpg
706	1	the man in the gym	https://ak2.picdn.net/shutterstock/videos/26181212/thumb/1.jpg	0	1	0	0	0	0	0		0	0	0	0	None	gfoseirstu.jpg
707	1	interior design ideas for temple in the home	http://www.niketandesigns.com/uploaded_images/GalleryImages/Niketan-Interior-Designs-Temple%20in%20the%20home.jpg	0	1	0	0	0	0	0		0	0	0	0	None	hlzdnhnvqg.jpg
708	1	silhouette of a pregnant woman free vector	https://image.freepik.com/free-vector/silhouette-of-a-pregnant-woman_23-2147505543.jpg	0	1	0	0	0	0	0		0	0	0	0	None	obvdvrijlr.jpg
709	1	paradise : she has been staying with her partner , and geographical feature category	http://i.dailymail.co.uk/i/pix/2015/11/14/06/2E6A11FD00000578-0-image-a-2_1447482305593.jpg	0	0	0	0	1	0	0		0	0	0	0	None	zbmtmssejc.jpg
710	1	animal sits in grass in the state	http://www.abc.net.au/news/image/1672810-3x2-940x627.jpg	0	1	0	0	0	0	0		0	0	0	0	None	expapxgjsi.jpg
711	1	portrait of a bride and person overlooking mountain after their wedding	https://markjanzenphotography.com/wp-content/uploads/2017/08/yosemite-elopement-tuolumne-meadows-16.jpg	0	1	0	0	1	0	0		0	0	0	0	None	wiscraymox.jpg
712	1	black matte with a touch of pink .	https://s-media-cache-ak0.pinimg.com/736x/c8/13/5a/c8135adf727f52813fda2285ed6011c2.jpg	0	1	0	0	0	0	0		0	0	0	0	None	pcymcgirnn.jpg
713	1	motion in the winter forest	https://ak7.picdn.net/shutterstock/videos/5743127/thumb/1.jpg	0	1	1	0	0	0	0		0	0	0	0	None	fxnpeftbdb.jpg
714	1	group of sardines on a colorful bench for sale in fresh seafood market .	http://l7.alamy.com/zooms/07cbc9ae54c5420b96dc1e07218138f2/group-of-sardines-on-a-colorful-bench-for-sale-in-fresh-seafood-market-fm0ccx.jpg	0	1	0	0	1	0	0		0	0	0	0	None	mgbxrnlimc.jpg
716	1	person and actor pose at awards	https://media.gettyimages.com/photos/jemima-french-and-sadie-frost-pose-at-the-british-fashion-awards-2012-picture-id157024324?s=612x612	0	0	0	0	1	0	0		0	0	0	0	None	bewwpjrhuz.jpg
717	1	models walk the catwalk during the collection show part of spring summer .	https://media.gettyimages.com/photos/models-walk-the-catwalk-during-the-bruno-pieters-collection-show-part-picture-id77121943?k=6&m=77121943&s=612x612&w=0&h=qAJ4paRfHjZuS6-YbTSJlGmhViOxMT8mT45xnIlA0cw=	0	1	0	0	0	0	0		0	0	0	0	None	ihcwguxisi.jpg
718	1	actor attends the festival 's 26th opening night awards gala .	https://media.gettyimages.com/photos/actor-jonah-hill-attends-the-israel-film-festivals-26th-opening-night-picture-id141412097	0	1	0	0	0	0	0		0	0	0	0	None	ndemuefoyl.jpg
719	1	rehearses ahead of the premiere .	http://cdn.abclocal.go.com/images/otrc/2010/photos/130313-galleryimg-otrc-dwts-dancing-stars-rehearsal-rademacher-1.jpg	0	0	1	0	1	0	0		0	0	0	0	None	zgbotvjgvs.jpg
720	1	the quintessential cocktail , is one of those drinks that never go out of style .	https://i.pinimg.com/736x/fd/a8/09/fda809d5b4572f85e702ba6865ca70a0--negroni-cocktail-cocktail-glass.jpg	0	0	0	1	0	0	0		0	0	0	0	None	cugcwrfwbp.jpg
721	1	flame of fire with sparks on a black background	https://thumb10.shutterstock.com/display_pic_with_logo/4463122/641589547/stock-photo-flame-of-fire-with-sparks-on-a-black-background-641589547.jpg	0	1	0	0	0	0	0		0	0	0	0	None	ehhbhtuyxv.jpg
722	1	baseball player , tries to steal home during sports league championship against sports team .	https://media.gettyimages.com/photos/jackie-robinson-brooklyn-dodgers-tries-to-steal-home-during-world-picture-id97277180	0	1	1	0	1	0	0		0	0	0	0	None	jihxprgdub.jpg
723	1	isolated cute elephant on a white background	https://thumb7.shutterstock.com/display_pic_with_logo/2522116/431128405/stock-vector-isolated-cute-elephant-on-a-white-background-431128405.jpg	0	1	0	1	0	0	0		0	0	0	0	None	nuyppnsdjc.jpg
724	1	an old worn out fence at the edge of woodland	http://l7.alamy.com/zooms/a12ad6657dfb44189c95b79c67e944e5/an-old-worn-out-fence-at-the-edge-of-woodland-d71fcg.jpg	0	1	0	0	0	0	0		0	0	0	0	None	krhaubpfsw.jpg
725	1	camper van under the stars	https://basementvision.files.wordpress.com/2014/09/van-under-the-stars-copy.jpg?w=1000&h=666	0	1	0	0	0	0	0		0	0	0	0	None	rufldxiyhm.jpg
726	1	3d illustration of a capsule punching a virus	https://thumb9.shutterstock.com/display_pic_with_logo/437/437,1319468471,2/stock-photo--d-illustration-of-a-capsule-punching-a-virus-87292963.jpg	0	1	0	0	0	0	0		0	0	0	0	None	phquitgwij.jpg
727	1	handshake of businessmen on the background of night city .	https://ak2.picdn.net/shutterstock/videos/14667142/thumb/6.jpg?i10c=img.resize(height:160)	0	1	0	0	0	0	0		0	0	0	0	None	ukpnfzcvrt.jpg
729	1	the playground equipment is going to be replaced with a large play area that will include a replica .	https://www.pe.com/wp-content/uploads/migration/nnw/nnwgqq-b88398607z.120150505161629000g4f9ism2.10.jpg?w=620	0	0	0	0	1	0	0		0	0	0	0	None	wsicnsmfzd.jpg
730	1	young man in jacket walking on the wooden dock in harbor with boats around	https://ak2.picdn.net/shutterstock/videos/23849782/thumb/1.jpg?i10c=img.resize(height:160)	0	1	1	0	0	0	0		0	0	0	0	None	trpgrwzphm.jpg
731	1	shopping center is one of the largest and oldest covered markets in the world , with covered streets and shops which attract visitors daily .	https://i.pinimg.com/736x/cd/63/a4/cd63a49e8bb0ea0807dca148f42490a1--istanbul-market-istanbul-travel.jpg	0	0	0	0	1	0	0		0	0	0	0	None	vkclgwrapc.jpg
733	1	the pattern with decorative ornament in vintage style	https://us.123rf.com/450wm/komrad103/komrad1031608/komrad103160800006/61121962-the-pattern-with-decorative-ornament-in-vintage-style.jpg?ver=6	0	0	0	1	0	0	0		0	0	0	0	None	orhalzzutl.jpg
734	1	lightning strikes the ground and flashes across the night sky	http://l7.alamy.com/zooms/9899fc7876fd43eab2344faf01a9a7b5/lightning-strikes-the-ground-and-flashes-across-the-night-sky-e5wbe7.jpg	0	1	1	0	0	0	0		0	0	0	0	None	jaalmyxugr.jpg
735	1	beaches , mission : hundreds needed to take part	http://www.bournemouthecho.co.uk/resources/images/3585663.jpg?display=1&htype=0&type=responsive-gallery	0	0	0	0	1	0	0		0	0	0	0	None	pswsxkwfuk.jpg
736	1	little girl holding a sheet of cardboard .	https://thumb7.shutterstock.com/display_pic_with_logo/2012873/486244705/stock-photo-little-girl-holding-a-sheet-of-cardboard-on-the-cardboard-label-i-am-hungry-the-child-is-three-486244705.jpg	0	1	1	0	0	0	0		0	0	0	0	None	vhrxikrehu.jpg
737	1	row of white wind turbines in motion on a cloudy day	https://media.gettyimages.com/photos/row-of-white-wind-turbines-in-motion-on-a-cloudy-day-picture-id171144586?s=612x612	0	1	0	0	0	0	0		0	0	0	0	None	abntlxxfgz.jpg
738	1	cheerful snowman in a hat with green scarf , cute	https://thumb7.shutterstock.com/display_pic_with_logo/165294712/777310501/stock-vector-cheerful-snowman-in-a-hat-with-green-scarf-cute-vector-illustration-777310501.jpg	0	1	0	1	0	0	0		0	0	0	0	None	ofszwjxgcc.jpg
739	1	football player looks thoughtful during the match .	https://media.gettyimages.com/photos/arsenal-manager-arsene-wenger-looks-thoughtful-during-the-barclays-picture-id121538406	0	1	0	0	0	0	0		0	0	0	0	None	djxrnmwfzc.jpg
740	1	person wants this cake for his birthday	https://i.pinimg.com/736x/04/d2/91/04d29114ab38f5e3420f01bd7cbd570a--birthday-cakes-for-kids-birthday-cake-recipes.jpg	0	0	0	1	0	0	0		0	0	0	0	None	aqjuiitqkz.jpg
741	1	aerial view of a sunset in a mountain village	https://ak0.picdn.net/shutterstock/videos/20706640/thumb/1.jpg?i10c=img.resize(height:160)	0	1	0	0	0	0	0		0	0	0	0	None	kilnyfufiq.jpg
743	1	a young person with a hoodie thanks with person together	https://media.gettyimages.com/photos/young-person-with-a-hoodie-thanks-with-hands-together-picture-id108226307?s=612x612	0	0	1	0	1	0	0		0	0	0	0	None	hueustcgmb.jpg
744	1	a mix of glass candlesticks and vases topped with lush white flower arrangements had a clean yet glam look .	https://s-media-cache-ak0.pinimg.com/originals/99/96/d9/9996d94e5b7703cdaa79bfd1ec71745b.jpg	0	1	0	1	0	0	0		0	0	0	0	None	qqsobahxgl.jpg
745	1	cashier working at a supermarket	http://media.gettyimages.com/photos/latin-cashier-working-at-a-supermarket-picture-id483799740?s=612x612	0	1	1	0	0	0	0		0	0	0	0	None	utksepqjdu.jpg
747	1	view of a loch and pine forest .	http://c8.alamy.com/comp/K95TBP/view-of-a-loch-and-pine-forest-in-cairngorms-national-park-scotland-K95TBP.jpg	0	1	0	0	0	0	0		0	0	0	0	None	thqkvumkqf.jpg
748	1	soccer player navigates through the defense during a soccer match	http://archive.sltrib.com/images/2017/0719/RSL_072017~0.jpg	0	0	1	0	1	0	0		0	0	0	0	None	dyrsybzssl.jpg
749	1	woman in hard hat and fluorescent vest taking stock in a warehouse	https://www.nfumutual.co.uk/ImageHandler/9886/Small,MiddleCenter	0	1	0	0	1	0	0		0	0	0	0	None	bkqexuxwgi.jpg
750	1	new apartments are planned for the upper floors	http://www.yorkmix.com/wp-content/uploads/2016/04/stonebow-house-york-tower-1170x780.jpg	0	0	0	0	1	0	0		0	0	0	0	None	voehjebias.jpg
751	1	break out the no - no juice !	https://i.pinimg.com/736x/c4/73/d4/c473d46d476776d3f98ead9dbdeaed77--break-outs-juice.jpg	0	0	0	0	1	0	1	text	0	0	0	0	None	dydveuazcq.jpg
752	1	furniture falling through a hole in the floor above .	https://image.shutterstock.com/z/stock-photo-furniture-falling-through-a-hole-in-the-floor-above-abandoned-factory-108785231.jpg	0	1	1	0	0	0	0		0	0	0	0	None	xmqgwgfhxe.jpg
753	1	informational signs on the tour	https://inthekauffmangarden.files.wordpress.com/2015/06/img_2910.jpg?w=584	0	1	0	0	1	0	0		0	0	0	0	None	jrniinkkmz.jpg
754	1	this the suit my design team choose for me to wear for the interviews .	https://i.pinimg.com/736x/45/fd/72/45fd721f395fe864b78f69c58a7f5d73--the-interview-the-suits.jpg	0	0	0	1	0	0	0		0	0	0	0	None	mejeonqriz.jpg
755	1	unidentified women in traditional clothes .	https://ak5.picdn.net/shutterstock/videos/33230125/thumb/1.jpg?i10c=img.resize(height:160)	0	1	0	0	0	0	0		0	0	0	0	None	xwkzyidwpa.jpg
756	1	beautiful pink and orange wedding bouquet by person !	https://i.pinimg.com/736x/e9/93/16/e99316d4e619728461f2b3610bba1e6b--orange-wedding-bouquets-orange-weddings.jpg	0	0	0	1	0	0	0		0	0	0	0	None	uewpiakayu.jpg
757	1	actor and artist attend the premiere .	https://media.gettyimages.com/photos/kelly-macdonald-and-dougie-payne-attend-the-premiere-of-hbos-empire-picture-id179458771	0	1	0	0	0	0	0		0	0	0	0	None	rfvxvkgqql.jpg
758	1	family buying vegetables in a supermarket	http://l7.alamy.com/zooms/31ef39387b87499488a43e0436d1036e/family-buying-vegetables-in-a-supermarket-af74jh.jpg	0	0	1	0	1	0	0		0	0	0	0	None	vjvpivtkrd.jpg
759	1	what the text is about and why it was written	http://slideplayer.com/4838550/15/images/8/What+the+text+is+about+and+why+it+was+written.jpg	0	0	0	0	0	0	1	text	0	0	0	0	None	ckwldpcsow.jpg
760	1	the bride 's cake was made by person .	http://www.gincreek.com/blog/wp-content/uploads/2009/07/DSC_04411-680x1024.jpg	0	0	0	0	1	0	0		0	0	0	0	None	wzdyslfnek.jpg
761	1	railways and trains made of lego or straws in a toy naive fashion	http://l7.alamy.com/zooms/4bd8fedfa9af40729b89659f32a61d4b/railways-and-trains-made-of-lego-or-straws-in-a-toy-naive-fashion-aaxjk8.jpg	0	1	0	1	0	0	0		0	0	0	0	None	brzkaiwmys.jpg
762	1	birds fly over the river in the rays of the orange sun at sunset	https://ak8.picdn.net/shutterstock/videos/31013338/thumb/1.jpg	0	1	1	0	0	0	0		0	0	0	0	None	pavjrrylma.jpg
763	1	stripes and a tulle skirt with black perforated heels and gold jewelry	http://3.bp.blogspot.com/-WIsnPej5A8c/U0RkOTYoJOI/AAAAAAAAVck/QmWL5ik5Rms/s1600/tulle-skirt-black-heels.jpg	0	1	0	0	0	0	0		0	0	0	0	None	zplhjbmvqy.jpg
764	1	actor at the premiere held .	https://ssl.c.photoshelter.com/img-get/I0000vgw4Z6HGSW8/s/750/750/Jamie-Lee-Curtis-44.jpg	0	1	0	0	0	0	0		0	0	0	0	None	zwuuheijry.jpg
765	1	pop artist attends the film premiere .	https://media.gettyimages.com/photos/singer-leona-lewis-attends-the-uk-film-premiere-of-salt-at-the-empire-picture-id103407526?k=6&m=103407526&s=612x612&w=0&h=zl-pj9HBYYMU5u5m-rssy75wnvw0SgKJ0DXhlvSjKFM=	0	1	0	0	0	0	0		0	0	0	0	None	targwmqkwx.jpg
766	1	the impressive facade opens to many surprising features .	https://odis.homeaway.com/odis/listing/2f9f1d46-0559-4811-95ed-c97cc8608793.c10.jpg	0	1	0	1	0	0	0		0	0	0	0	None	fnxsydyaoq.jpg
767	1	actor , his wife and family arrive at the premiere	http://media.gettyimages.com/photos/actor-bradley-walsh-his-wife-donna-and-family-arrive-at-the-uk-of-picture-id72649414	0	1	0	0	0	0	0		0	0	0	0	None	qrgcirrpkw.jpg
768	1	person and actor attend red carpet	https://media.gettyimages.com/photos/yago-munoz-and-jack-duarte-attend-the-comedy-central-roast-de-hector-picture-id169104766?s=612x612	0	1	0	0	0	0	0		0	0	0	0	None	fxnkubtcoc.jpg
769	1	a blend of abstract shapes and shades .	https://thumb7.shutterstock.com/display_pic_with_logo/80552/80552,1174953972,1/stock-photo-a-blend-of-abstract-shapes-and-shades-a-great-background-or-texture-2954174.jpg	0	1	0	1	0	0	0		0	0	0	0	None	zbdgeehxgz.jpg
770	1	sports league championship : sports team at baseball player gives the thumbs down sign after hitting a double in the second inning .	https://i.pinimg.com/736x/82/f7/9f/82f79f505693aaec03ef1959a1e4ab23.jpg	0	0	1	0	1	0	0		0	0	0	0	None	eumusbbrbv.jpg
771	1	back in the 50s , haircuts were all the rage for women too	https://i.pinimg.com/736x/17/67/64/176764d8f0a244a8191c4671a5f69a8b--the-s-woman-haircut.jpg	0	0	0	0	1	0	0		0	0	0	0	None	nutjpgrqzd.jpg
774	1	live crabs on a green background	https://ak1.picdn.net/shutterstock/videos/31173391/thumb/1.jpg	0	1	0	0	0	0	0		0	0	0	0	None	wkgitdsqfx.jpg
775	1	person moved from the bedroom to the living room	http://3.bp.blogspot.com/-AUznN-M19r4/VXMXPAR59bI/AAAAAAAANak/9o4nSnGbw08/s1600/Swan%2BTable%2B8W.jpg	0	0	0	0	1	0	0		0	0	0	0	None	fyqjstiuyi.jpg
776	1	parliamentary republic extruded on the world map with administrative borders and graticule .	https://ak9.picdn.net/shutterstock/videos/8093599/thumb/12.jpg	0	0	0	0	1	0	0		0	0	0	0	None	prvuamnrzs.jpg
777	1	city , rain soaked streets in the old town	http://l7.alamy.com/zooms/7a87a933cc864be5bbdfc556b01a6c49/china-anhui-province-huangshan-city-rain-soaked-streets-in-the-old-bfmxrt.jpg	0	1	0	0	0	0	0		0	0	0	0	None	qmgrfuogwc.jpg
778	1	snow and palm trees - the view from the window at the conference !	https://twinkleintaiwan.files.wordpress.com/2016/02/img_8327.jpg?w=629&h=839	0	0	0	0	0	1	1	neither snow nor palm trees	0	0	0	0	None	cqaaqzgabb.jpg
779	1	snowy mountains reflect in the lake royalty - free	https://media.istockphoto.com/photos/maroon-bells-colorado-snowy-mountains-reflect-in-the-lake-picture-id187369589	0	1	0	0	0	0	0		0	0	0	0	None	wqvdojxtbb.jpg
780	1	cricket fans celebrate after their captain scored runs during the match .	http://i.dailymail.co.uk/1/2017/06/04/20/wire-704499-1496605837-199_634x413.jpg	0	0	1	0	1	0	0		0	0	0	0	None	jmlbbfmbil.jpg
